"","Taxon","NestingModallupper"
"Tetramorium_proximum","Tetramorium_proximum","2"
"Tetramorium_rumo","Tetramorium_rumo","2"
"Tetramorium_mackae","Tetramorium_mackae","2"
"Tetramorium_hobbit","Tetramorium_hobbit","2"
"Tetramorium_bonibony","Tetramorium_bonibony","2"
"Tetramorium_popell","Tetramorium_popell","2"
"Tetramorium_andrei","Tetramorium_andrei","2"
"Tetramorium_electrum","Tetramorium_electrum","2"
"Tetramorium_norvigi","Tetramorium_norvigi","2"
"Tetramorium_malagasy","Tetramorium_malagasy","2"
"Tetramorium_steinheili","Tetramorium_steinheili","2"
"Tetramorium_ambatovy","Tetramorium_ambatovy","2"
"Tetramorium_spinosum","Tetramorium_spinosum","2"
"Tetramorium_hispidum","Tetramorium_hispidum","2"
"Proatta_butteli","Proatta_butteli","1"
"Dacatria_templaris","Dacatria_templaris","1"
"Tetheamyrma_subspongia","Tetheamyrma_subspongia","1"
"Mayriella_transfuga","Mayriella_transfuga","1"
"Mayriella_ebbei","Mayriella_ebbei","1"
"Myrmecina_americana","Myrmecina_americana","1"
"Myrmecina_graminicola","Myrmecina_graminicola","1"
"Acanthomyrmex_ferox","Acanthomyrmex_ferox","1"
"Lordomyrma_epinotalis","Lordomyrma_epinotalis","1"
"Propodilobus_pingorum","Propodilobus_pingorum","1"
"Lordomyrma_reticulata","Lordomyrma_reticulata","1"
"Lordomyrma_vanua","Lordomyrma_vanua","1"
"Lordomyrma_vuda","Lordomyrma_vuda","1"
"Lordomyrma_striatella","Lordomyrma_striatella","1"
"Lordomyrma_stoneri","Lordomyrma_stoneri","1"
"Lordomyrma_desupra","Lordomyrma_desupra","1"
"Lordomyrma_rugosa","Lordomyrma_rugosa","1"
"Lordomyrma_curvata","Lordomyrma_curvata","1"
"Adlerzia_froggatti","Adlerzia_froggatti","1"
"Lophomyrmex_ambiguus","Lophomyrmex_ambiguus","1"
"Perissomyrmex_snyderi","Perissomyrmex_snyderi","1"
"Pristomyrmex_orbiceps","Pristomyrmex_orbiceps","2"
"Trichomyrmex_robustior","Trichomyrmex_robustior","2"
"Trichomyrmex_mayri","Trichomyrmex_mayri","2"
"Huberia_striata","Huberia_striata","1"
"Huberia_brounii","Huberia_brounii","1"
"Podomyrma_silvicola","Podomyrma_silvicola","2"
"Liomyrmex_gestroi","Liomyrmex_gestroi","1"
"Metapone_madagascarica","Metapone_madagascarica","1"
"Eutetramorium_monticellii","Eutetramorium_monticellii","1"
"Eutetramorium_mocquerysi","Eutetramorium_mocquerysi","1"
"Royidris_anxietas","Royidris_anxietas","1"
"Royidris_notorthotenes","Royidris_notorthotenes","1"
"Royidris_longiseta","Royidris_longiseta","1"
"Malagidris_jugum","Malagidris_jugum","1"
"Malagidris_belti","Malagidris_belti","1"
"Vitsika_suspicax","Vitsika_suspicax","2"
"Diplomorium_longipenne","Diplomorium_longipenne","1"
"Carebara_vidua","Carebara_vidua","1"
"Carebara_nosindambo","Carebara_nosindambo","1"
"Carebara_alperti","Carebara_alperti","1"
"Carebara_urichi","Carebara_urichi","1"
"Carebara_affinis","Carebara_affinis","1"
"Atopomyrmex_mocquerysi","Atopomyrmex_mocquerysi","2"
"Cataulacus_porcatus","Cataulacus_porcatus","2"
"Cataulacus_hispidulus","Cataulacus_hispidulus","2"
"Cataulacus_voeltzkowi","Cataulacus_voeltzkowi","2"
"Cataulacus_ebrardi","Cataulacus_ebrardi","2"
"Ocymyrmex_picardi","Ocymyrmex_picardi","1"
"Xenomyrmex_floridanus","Xenomyrmex_floridanus","2"
"Nesomyrmex_madecassus","Nesomyrmex_madecassus","2"
"Nesomyrmex_echinatinodis","Nesomyrmex_echinatinodis","2"
"Nesomyrmex_wilda","Nesomyrmex_wilda","2"
"Cardiocondyla_paradoxa","Cardiocondyla_paradoxa","1"
"Cardiocondyla_thoracica","Cardiocondyla_thoracica","1"
"Cardiocondyla_nigrocerea","Cardiocondyla_nigrocerea","1"
"Cardiocondyla_nuda","Cardiocondyla_nuda","1"
"Cardiocondyla_atalanta","Cardiocondyla_atalanta","1"
"Cardiocondyla_batesii","Cardiocondyla_batesii","1"
"Cardiocondyla_elegans","Cardiocondyla_elegans","1"
"Cardiocondyla_sahlbergi","Cardiocondyla_sahlbergi","1"
"Cardiocondyla_bulgarica","Cardiocondyla_bulgarica","1"
"Meranoplus_mayri","Meranoplus_mayri","1"
"Meranoplus_radamae","Meranoplus_radamae","1"
"Meranoplus_castaneus","Meranoplus_castaneus","1"
"Crematogaster_emeryi","Crematogaster_emeryi","2"
"Crematogaster_paradoxa","Crematogaster_paradoxa","2"
"Crematogaster_mesonotalis","Crematogaster_mesonotalis","2"
"Crematogaster_aculeata","Crematogaster_aculeata","2"
"Crematogaster_baduvi","Crematogaster_baduvi","2"
"Crematogaster_reticulata","Crematogaster_reticulata","2"
"Crematogaster_flavomicrops","Crematogaster_flavomicrops","2"
"Crematogaster_sumichrasti","Crematogaster_sumichrasti","2"
"Crematogaster_longipilosa","Crematogaster_longipilosa","2"
"Crematogaster_binghamii","Crematogaster_binghamii","2"
"Crematogaster_osakensis","Crematogaster_osakensis","2"
"Crematogaster_mpanjono","Crematogaster_mpanjono","2"
"Crematogaster_volamena","Crematogaster_volamena","2"
"Crematogaster_razana","Crematogaster_razana","2"
"Crematogaster_madecassa","Crematogaster_madecassa","2"
"Crematogaster_telolafy","Crematogaster_telolafy","2"
"Crematogaster_tenuicula","Crematogaster_tenuicula","2"
"Crematogaster_quadriformis","Crematogaster_quadriformis","2"
"Crematogaster_torosa","Crematogaster_torosa","2"
"Crematogaster_longispina","Crematogaster_longispina","2"
"Crematogaster_nigropilosa","Crematogaster_nigropilosa","2"
"Crematogaster_victima","Crematogaster_victima","2"
"Crematogaster_corvina","Crematogaster_corvina","2"
"Crematogaster_formosa","Crematogaster_formosa","2"
"Crematogaster_arcuata","Crematogaster_arcuata","2"
"Crematogaster_acuta","Crematogaster_acuta","2"
"Crematogaster_rothneyi","Crematogaster_rothneyi","2"
"Crematogaster_ampullaris","Crematogaster_ampullaris","2"
"Crematogaster_modiglianii","Crematogaster_modiglianii","2"
"Crematogaster_subcircularis","Crematogaster_subcircularis","2"
"Crematogaster_onusta","Crematogaster_onusta","2"
"Crematogaster_inflata","Crematogaster_inflata","2"
"Crematogaster_coriaria","Crematogaster_coriaria","2"
"Crematogaster_borneensis","Crematogaster_borneensis","2"
"Crematogaster_decamera","Crematogaster_decamera","2"
"Crematogaster_fruhstorferi","Crematogaster_fruhstorferi","2"
"Crematogaster_mjobergi","Crematogaster_mjobergi","2"
"Crematogaster_weberi","Crematogaster_weberi","2"
"Crematogaster_tetracantha","Crematogaster_tetracantha","2"
"Crematogaster_dahlii","Crematogaster_dahlii","2"
"Crematogaster_meijerei","Crematogaster_meijerei","2"
"Crematogaster_stadelmanni","Crematogaster_stadelmanni","2"
"Crematogaster_aberrans","Crematogaster_aberrans","2"
"Crematogaster_santschii","Crematogaster_santschii","2"
"Crematogaster_agnetis","Crematogaster_agnetis","2"
"Crematogaster_ranavalonae","Crematogaster_ranavalonae","2"
"Crematogaster_irritabilis","Crematogaster_irritabilis","2"
"Crematogaster_obnigra","Crematogaster_obnigra","2"
"Crematogaster_sagei","Crematogaster_sagei","2"
"Crematogaster_treubi","Crematogaster_treubi","2"
"Crematogaster_fraxatrix","Crematogaster_fraxatrix","2"
"Crematogaster_flava","Crematogaster_flava","2"
"Crematogaster_flaviventris","Crematogaster_flaviventris","2"
"Crematogaster_castanea","Crematogaster_castanea","2"
"Crematogaster_lobata","Crematogaster_lobata","2"
"Crematogaster_sewellii","Crematogaster_sewellii","2"
"Crematogaster_degeeri","Crematogaster_degeeri","2"
"Crematogaster_emeryana","Crematogaster_emeryana","2"
"Crematogaster_pilosa","Crematogaster_pilosa","2"
"Crematogaster_navajoa","Crematogaster_navajoa","2"
"Crematogaster_coarctata","Crematogaster_coarctata","2"
"Crematogaster_marioni","Crematogaster_marioni","2"
"Crematogaster_opaca","Crematogaster_opaca","2"
"Crematogaster_isolata","Crematogaster_isolata","2"
"Crematogaster_ionia","Crematogaster_ionia","2"
"Crematogaster_auberti","Crematogaster_auberti","2"
"Crematogaster_dentinodis","Crematogaster_dentinodis","2"
"Crematogaster_madagascariensis","Crematogaster_madagascariensis","2"
"Crematogaster_hazolava","Crematogaster_hazolava","2"
"Crematogaster_kelleri","Crematogaster_kelleri","2"
"Crematogaster_hafahafa","Crematogaster_hafahafa","2"
"Crematogaster_wellmani","Crematogaster_wellmani","2"
"Crematogaster_lango","Crematogaster_lango","2"
"Crematogaster_liengmei","Crematogaster_liengmei","2"
"Crematogaster_sabatra","Crematogaster_sabatra","2"
"Crematogaster_mahery","Crematogaster_mahery","2"
"Crematogaster_malala","Crematogaster_malala","2"
"Crematogaster_grevei","Crematogaster_grevei","2"
"Crematogaster_nosibeensis","Crematogaster_nosibeensis","2"
"Crematogaster_sisa","Crematogaster_sisa","2"
"Rogeria_stigmatica","Rogeria_stigmatica","2"
"Dolopomyrmex_pilatus","Dolopomyrmex_pilatus","1"
"Rogeria_nevadensis","Rogeria_nevadensis","2"
"Megalomyrmex_foreli","Megalomyrmex_foreli","1"
"Megalomyrmex_silvestrii","Megalomyrmex_silvestrii","1"
"Oxyepoecus_vezenyii","Oxyepoecus_vezenyii","1"
"Austromorium_flavigaster","Austromorium_flavigaster","1"
"Monomorium_decuria","Monomorium_decuria","1"
"Monomorium_gilberti","Monomorium_gilberti","1"
"Monomorium_rubriceps","Monomorium_rubriceps","1"
"Monomorium_albipes","Monomorium_albipes","1"
"Monomorium_antarcticum","Monomorium_antarcticum","1"
"Monomorium_sculpturatum","Monomorium_sculpturatum","1"
"Monomorium_leae","Monomorium_leae","1"
"Monomorium_kiliani","Monomorium_kiliani","1"
"Monomorium_euryodon","Monomorium_euryodon","1"
"Monomorium_tambourinense","Monomorium_tambourinense","1"
"Monomorium_insolescens","Monomorium_insolescens","1"
"Monomorium_centrale","Monomorium_centrale","1"
"Monomorium_bifidum","Monomorium_bifidum","1"
"Monomorium_legulum","Monomorium_legulum","1"
"Monomorium_longinode","Monomorium_longinode","1"
"Monomorium_striatifrons","Monomorium_striatifrons","1"
"Monomorium_whitei","Monomorium_whitei","1"
"Monomorium_bicorne","Monomorium_bicorne","1"
"Kempfidris_inusualis","Kempfidris_inusualis","1"
"Epelysidris_brocha","Epelysidris_brocha","1"
"Tyrannomyrmex_legatus","Tyrannomyrmex_legatus","1"
"Cryptomyrmex_boltoni","Cryptomyrmex_boltoni","1"
"Adelomyrmex_paratristani","Adelomyrmex_paratristani","1"
"Baracidris_sitra","Baracidris_sitra","1"
"Syllophopsis_ferodens","Syllophopsis_ferodens","1"
"Syllophopsis_hildebrandti","Syllophopsis_hildebrandti","1"
"Syllophopsis_fisheri","Syllophopsis_fisheri","1"
"Monomorium_hanneli","Monomorium_hanneli","1"
"Myrmicaria_exigua","Myrmicaria_exigua","1"
"Myrmicaria_carinata","Myrmicaria_carinata","1"
"Myrmicaria_brunnea","Myrmicaria_brunnea","1"
"Monomorium_chnodes","Monomorium_chnodes","1"
"Monomorium_termitobium","Monomorium_termitobium","1"
"Monomorium_madecassum","Monomorium_madecassum","1"
"Monomorium_ergatogyna","Monomorium_ergatogyna","1"
"Monomorium_laeve","Monomorium_laeve","1"
"Monomorium_fieldi","Monomorium_fieldi","1"
"Monomorium_rothsteini","Monomorium_rothsteini","1"
"Monomorium_sordidum","Monomorium_sordidum","1"
"Monomorium_antipodum","Monomorium_antipodum","1"
"Monomorium_aithoderum","Monomorium_aithoderum","1"
"Monomorium_stictonotum","Monomorium_stictonotum","1"
"Monomorium_lepidum","Monomorium_lepidum","1"
"Monomorium_exiguum","Monomorium_exiguum","1"
"Monomorium_sakalavum","Monomorium_sakalavum","1"
"Monomorium_denticulum","Monomorium_denticulum","1"
"Monomorium_xuthosoma","Monomorium_xuthosoma","1"
"Monomorium_micrommaton","Monomorium_micrommaton","1"
"Monomorium_cyaneum","Monomorium_cyaneum","1"
"Monomorium_emarginatum","Monomorium_emarginatum","1"
"Monomorium_fastidium","Monomorium_fastidium","1"
"Tranopelta_gilva","Tranopelta_gilva","1"
"Tranopelta_subterranea","Tranopelta_subterranea","1"
"Ochetomyrmex_neopolitus","Ochetomyrmex_neopolitus","1"
"Ochetomyrmex_semipolitus","Ochetomyrmex_semipolitus","1"
"Diaphoromyrma_sofiae","Diaphoromyrma_sofiae","1"
"Lachnomyrmex_scrobiculatus","Lachnomyrmex_scrobiculatus","1"
"Blepharidatta_conops","Blepharidatta_conops","1"
"Allomerus_octoarticulatus","Allomerus_octoarticulatus","2"
"Acanthognathus_ocellatus","Acanthognathus_ocellatus","1"
"Daceton_armigerum","Daceton_armigerum","2"
"Lenomyrmex_colwelli","Lenomyrmex_colwelli","2"
"Microdaceton_tibialis","Microdaceton_tibialis","1"
"Orectognathus_versicolor","Orectognathus_versicolor","1"
"Colobostruma_unicorna","Colobostruma_unicorna","1"
"Mesostruma_browni","Mesostruma_browni","1"
"Epopostruma_monstrosa","Epopostruma_monstrosa","1"
"Mycocepurus_goeldii","Mycocepurus_goeldii","1"
"Apterostigma_auriculatum","Apterostigma_auriculatum","1"
"Apterostigma_collare","Apterostigma_collare","1"
"Apterostigma_manni","Apterostigma_manni","1"
"Apterostigma_dentigerum","Apterostigma_dentigerum","1"
"Apterostigma_pilosum","Apterostigma_pilosum","1"
"Myrmicocrypta_buenzlii","Myrmicocrypta_buenzlii","1"
"Kalathomyrmex_emeryi","Kalathomyrmex_emeryi","1"
"Cyatta_abscondita","Cyatta_abscondita","1"
"Mycetosoritis_hartmanni","Mycetosoritis_hartmanni","1"
"Cyphomyrmex_cornutus","Cyphomyrmex_cornutus","1"
"Cyphomyrmex_minutus","Cyphomyrmex_minutus","1"
"Sericomyrmex_parvulus","Sericomyrmex_parvulus","2"
"Trachymyrmex_zeteki","Trachymyrmex_zeteki","2"
"Trachymyrmex_jamaicensis","Trachymyrmex_jamaicensis","2"
"Trachymyrmex_opulentus","Trachymyrmex_opulentus","2"
"Trachymyrmex_bugnioni","Trachymyrmex_bugnioni","2"
"Trachymyrmex_irmgardae","Trachymyrmex_irmgardae","2"
"Trachymyrmex_cornetzi","Trachymyrmex_cornetzi","2"
"Atta_mexicana","Atta_mexicana","2"
"Atta_texana","Atta_texana","2"
"Atta_cephalotes","Atta_cephalotes","2"
"Atta_colombica","Atta_colombica","2"
"Atta_laevigata","Atta_laevigata","2"
"Trachymyrmex_arizonensis","Trachymyrmex_arizonensis","2"
"Trachymyrmex_septentrionalis","Trachymyrmex_septentrionalis","2"
"Trachymyrmex_smithi","Trachymyrmex_smithi","2"
"Acromyrmex_landolti","Acromyrmex_landolti","2"
"Acromyrmex_balzani","Acromyrmex_balzani","2"
"Acromyrmex_echinatior","Acromyrmex_echinatior","2"
"Acromyrmex_octospinosus","Acromyrmex_octospinosus","2"
"Acromyrmex_versicolor","Acromyrmex_versicolor","2"
"Acromyrmex_lundii","Acromyrmex_lundii","2"
"Acromyrmex_heyeri","Acromyrmex_heyeri","2"
"Rhopalothrix_isthmica","Rhopalothrix_isthmica","1"
"Protalaridris_armata","Protalaridris_armata","1"
"Basiceros_manni","Basiceros_manni","1"
"Eurhopalothrix_australis","Eurhopalothrix_australis","1"
"Eurhopalothrix_bolaui","Eurhopalothrix_bolaui","1"
"Talaridris_mandibularis","Talaridris_mandibularis","1"
"Eurhopalothrix_gravis","Eurhopalothrix_gravis","1"
"Octostruma_iheringi","Octostruma_iheringi","1"
"Octostruma_wheeleri","Octostruma_wheeleri","1"
"Pilotrochus_besmerus","Pilotrochus_besmerus","1"
"Phalacromyrmex_fugax","Phalacromyrmex_fugax","1"
"Strumigenys_ambatrix","Strumigenys_ambatrix","1"
"Strumigenys_subedentata","Strumigenys_subedentata","1"
"Strumigenys_biolleyi","Strumigenys_biolleyi","1"
"Strumigenys_prospiciens","Strumigenys_prospiciens","1"
"Strumigenys_fridericimuelleri","Strumigenys_fridericimuelleri","1"
"Strumigenys_nitens","Strumigenys_nitens","1"
"Strumigenys_brevicornis","Strumigenys_brevicornis","1"
"Strumigenys_zeteki","Strumigenys_zeteki","1"
"Strumigenys_myllorhapha","Strumigenys_myllorhapha","1"
"Strumigenys_cordovensis","Strumigenys_cordovensis","1"
"Strumigenys_erynnes","Strumigenys_erynnes","1"
"Strumigenys_khakaura","Strumigenys_khakaura","1"
"Strumigenys_olsoni","Strumigenys_olsoni","1"
"Strumigenys_exiguaevitae","Strumigenys_exiguaevitae","1"
"Strumigenys_ocypete","Strumigenys_ocypete","1"
"Strumigenys_pulchella","Strumigenys_pulchella","1"
"Strumigenys_chiricahua","Strumigenys_chiricahua","1"
"Strumigenys_mandibularis","Strumigenys_mandibularis","1"
"Strumigenys_agetos","Strumigenys_agetos","1"
"Strumigenys_chyzeri","Strumigenys_chyzeri","1"
"Strumigenys_ampyx","Strumigenys_ampyx","1"
"Strumigenys_actis","Strumigenys_actis","1"
"Strumigenys_sphera","Strumigenys_sphera","1"
"Strumigenys_grandidieri","Strumigenys_grandidieri","1"
"Strumigenys_chilo","Strumigenys_chilo","1"
"Strumigenys_scotti","Strumigenys_scotti","1"
"Strumigenys_lura","Strumigenys_lura","1"
"Strumigenys_origo","Strumigenys_origo","1"
"Strumigenys_admixta","Strumigenys_admixta","1"
"Strumigenys_rabesoni","Strumigenys_rabesoni","1"
"Strumigenys_coveri","Strumigenys_coveri","1"
"Strumigenys_luca","Strumigenys_luca","1"
"Strumigenys_covina","Strumigenys_covina","1"
"Strumigenys_cabira","Strumigenys_cabira","1"
"Strumigenys_glycon","Strumigenys_glycon","1"
"Strumigenys_dicomas","Strumigenys_dicomas","1"
"Strumigenys_vazimba","Strumigenys_vazimba","1"
"Strumigenys_lucomo","Strumigenys_lucomo","1"
"Strumigenys_dora","Strumigenys_dora","1"
"Strumigenys_levana","Strumigenys_levana","1"
"Strumigenys_charino","Strumigenys_charino","1"
"Procryptocerus_hylaeus","Procryptocerus_hylaeus","2"
"Procryptocerus_scabriusculus","Procryptocerus_scabriusculus","2"
"Procryptocerus_batesi","Procryptocerus_batesi","2"
"Procryptocerus_carbonarius","Procryptocerus_carbonarius","2"
"Cephalotes_minutus","Cephalotes_minutus","2"
"Cephalotes_simillimus","Cephalotes_simillimus","2"
"Cephalotes_christopherseni","Cephalotes_christopherseni","2"
"Cephalotes_pusillus","Cephalotes_pusillus","2"
"Cephalotes_spinosus","Cephalotes_spinosus","2"
"Cephalotes_crenaticeps","Cephalotes_crenaticeps","2"
"Cephalotes_setulifer","Cephalotes_setulifer","2"
"Cephalotes_targionii","Cephalotes_targionii","2"
"Cephalotes_adolphi","Cephalotes_adolphi","2"
"Cephalotes_jheringi","Cephalotes_jheringi","2"
"Cephalotes_bruchi","Cephalotes_bruchi","2"
"Cephalotes_guayaki","Cephalotes_guayaki","2"
"Cephalotes_pallidus","Cephalotes_pallidus","2"
"Cephalotes_pallidoides","Cephalotes_pallidoides","2"
"Cephalotes_pallens","Cephalotes_pallens","2"
"Cephalotes_varians","Cephalotes_varians","2"
"Cephalotes_porrasi","Cephalotes_porrasi","2"
"Cephalotes_pellans","Cephalotes_pellans","2"
"Cephalotes_patellaris","Cephalotes_patellaris","2"
"Cephalotes_umbraculatus","Cephalotes_umbraculatus","2"
"Cephalotes_maculatus","Cephalotes_maculatus","2"
"Cephalotes_grandinosus","Cephalotes_grandinosus","2"
"Cephalotes_persimplex","Cephalotes_persimplex","2"
"Cephalotes_persimilis","Cephalotes_persimilis","2"
"Cephalotes_cristatus","Cephalotes_cristatus","2"
"Cephalotes_cordatus","Cephalotes_cordatus","2"
"Cephalotes_borgmeieri","Cephalotes_borgmeieri","2"
"Cephalotes_eduarduli","Cephalotes_eduarduli","2"
"Cephalotes_depressus","Cephalotes_depressus","2"
"Cephalotes_clypeatus","Cephalotes_clypeatus","2"
"Cephalotes_basalis","Cephalotes_basalis","2"
"Cephalotes_mompox","Cephalotes_mompox","2"
"Cephalotes_cordiventris","Cephalotes_cordiventris","2"
"Cephalotes_opacus","Cephalotes_opacus","2"
"Cephalotes_placidus","Cephalotes_placidus","2"
"Cephalotes_atratus","Cephalotes_atratus","2"
"Cephalotes_serraticeps","Cephalotes_serraticeps","2"
"Cephalotes_alfaroi","Cephalotes_alfaroi","2"
"Cephalotes_unimaculatus","Cephalotes_unimaculatus","2"
"Cephalotes_auricomus","Cephalotes_auricomus","2"
"Cephalotes_texanus","Cephalotes_texanus","2"
"Cephalotes_rohweri","Cephalotes_rohweri","2"
"Cephalotes_scutulatus","Cephalotes_scutulatus","2"
"Cephalotes_kukulcan","Cephalotes_kukulcan","2"
"Cephalotes_goniodontus","Cephalotes_goniodontus","2"
"Cephalotes_multispinosus","Cephalotes_multispinosus","2"
"Cephalotes_biguttatus","Cephalotes_biguttatus","2"
"Pheidole_exarata","Pheidole_exarata","2"
"Pheidole_fimbriata","Pheidole_fimbriata","2"
"Pheidole_rhea","Pheidole_rhea","2"
"Pheidole_laselva","Pheidole_laselva","2"
"Pheidole_sagittaria","Pheidole_sagittaria","2"
"Pheidole_rhinomontana","Pheidole_rhinomontana","2"
"Pheidole_rhinoceros","Pheidole_rhinoceros","2"
"Pheidole_synarmata","Pheidole_synarmata","2"
"Pheidole_subarmata","Pheidole_subarmata","2"
"Pheidole_williamsi","Pheidole_williamsi","2"
"Pheidole_monteverdensis","Pheidole_monteverdensis","2"
"Pheidole_browni","Pheidole_browni","2"
"Pheidole_pulchella","Pheidole_pulchella","2"
"Pheidole_glomericeps","Pheidole_glomericeps","2"
"Pheidole_simonsi","Pheidole_simonsi","2"
"Pheidole_boruca","Pheidole_boruca","2"
"Pheidole_dasypyx","Pheidole_dasypyx","2"
"Pheidole_rugiceps","Pheidole_rugiceps","2"
"Pheidole_bicarinata","Pheidole_bicarinata","2"
"Pheidole_allarmata","Pheidole_allarmata","2"
"Pheidole_amazonica","Pheidole_amazonica","2"
"Pheidole_mendicula","Pheidole_mendicula","2"
"Pheidole_susannae","Pheidole_susannae","2"
"Pheidole_olsoni","Pheidole_olsoni","2"
"Pheidole_fissiceps","Pheidole_fissiceps","2"
"Pheidole_laticornis","Pheidole_laticornis","2"
"Pheidole_pubiventris","Pheidole_pubiventris","2"
"Pheidole_ulothrix","Pheidole_ulothrix","2"
"Pheidole_dentata","Pheidole_dentata","2"
"Pheidole_psilogaster","Pheidole_psilogaster","2"
"Pheidole_angusticeps","Pheidole_angusticeps","2"
"Pheidole_indagatrix","Pheidole_indagatrix","2"
"Pheidole_havilandi","Pheidole_havilandi","2"
"Pheidole_obtusospinosa","Pheidole_obtusospinosa","2"
"Pheidole_fallax","Pheidole_fallax","2"
"Pheidole_vallicola","Pheidole_vallicola","2"
"Pheidole_morrisii","Pheidole_morrisii","2"
"Pheidole_pugnax","Pheidole_pugnax","2"
"Pheidole_perpilosa","Pheidole_perpilosa","2"
"Pheidole_hyatti","Pheidole_hyatti","2"
"Pheidole_tysoni","Pheidole_tysoni","2"
"Pheidole_clydei","Pheidole_clydei","2"
"Pheidole_spadonia","Pheidole_spadonia","2"
"Pheidole_pilifera","Pheidole_pilifera","2"
"Pheidole_militicida","Pheidole_militicida","2"
"Pheidole_quadrensis","Pheidole_quadrensis","2"
"Pheidole_sabahna","Pheidole_sabahna","2"
"Pheidole_nodus","Pheidole_nodus","2"
"Pheidole_dugasi","Pheidole_dugasi","2"
"Pheidole_sauberi","Pheidole_sauberi","2"
"Pheidole_lucioccipitalis","Pheidole_lucioccipitalis","2"
"Pheidole_tjibodana","Pheidole_tjibodana","2"
"Pheidole_jacobsoni","Pheidole_jacobsoni","2"
"Pheidole_dea","Pheidole_dea","2"
"Pheidole_nigeriensis","Pheidole_nigeriensis","2"
"Pheidole_nindi","Pheidole_nindi","2"
"Pheidole_pallidula","Pheidole_pallidula","2"
"Pheidole_plagiaria","Pheidole_plagiaria","2"
"Pheidole_cryptocera","Pheidole_cryptocera","2"
"Pheidole_roosevelti","Pheidole_roosevelti","2"
"Pheidole_vatu","Pheidole_vatu","2"
"Pheidole_knowlesi","Pheidole_knowlesi","2"
"Pheidole_antipodum","Pheidole_antipodum","2"
"Pheidole_dispar","Pheidole_dispar","2"
"Pheidole_longispinosa","Pheidole_longispinosa","2"
"Pheidole_striaticeps","Pheidole_striaticeps","2"
"Pheidole_ursus","Pheidole_ursus","2"
"Pheidole_zeteki","Pheidole_zeteki","2"
"Pheidole_melanogaster","Pheidole_melanogaster","2"
"Pheidole_onifera","Pheidole_onifera","2"
"Pheidole_sexspinosa","Pheidole_sexspinosa","2"
"Pheidole_umbonata","Pheidole_umbonata","2"
"Pheidole_indica","Pheidole_indica","2"
"Pheidole_annemariae","Pheidole_annemariae","2"
"Pheidole_lucida","Pheidole_lucida","2"
"Pheidole_jonas","Pheidole_jonas","2"
"Pheidole_nemoralis","Pheidole_nemoralis","2"
"Pheidole_spinicornis","Pheidole_spinicornis","2"
"Pheidole_lokitae","Pheidole_lokitae","2"
"Pheidole_oswaldi","Pheidole_oswaldi","2"
"Pheidole_grallatrix","Pheidole_grallatrix","2"
"Pheidole_bessonii","Pheidole_bessonii","2"
