"nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family","NCBI.ID","NCBITaxon","Order","Genus_Richness","SampledProp","Diet","Nesting","Foraging","DietMod","NestingMod","ForagingMod","DietModslashboth","DietModslashlower","DietModslashupper","DietModalllower","DietModallupper","DietModanyplant","DietModonlyplant","ForagingModalllower","ForagingModallupper","ForagingModanycanopy","NestingModalllower","NestingModallupper","NestingModanycanopy","DietModonlypred","DietModanypred","DietModonlyomni","DietModanyomni","ForagingModanyground","NestingModanyground"
"NA","NA","NA","NA","NA","DQ176259","NA","NA","NA","NA","NA","NA","Leptogenys_coerulescens","Leptogenys","Ponerini","Ponerinae","Formicidae","610904","Leptogenys_coerulescens","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419145","JN675423","NA","NA","NA","NA","JX310593","NA","NA","Leptogenys_crassicornis","Leptogenys","Ponerini","Ponerinae","Formicidae","610909","Leptogenys_crassicornis","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012872","EF013000","EF013128","EF013708","EF013580","NA","EF013273","EF013435","NA","NA","NA","NA","Leptogenys_diminuta","Leptogenys","Ponerini","Ponerinae","Formicidae","411755","Leptogenys_diminuta","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419142","JN675424","GU709885","NA","NA","NA","JX310594","NA","NA","Leptogenys_falcigera","Leptogenys","Ponerini","Ponerinae","Formicidae","610943","Leptogenys_falcigera","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","DQ400995","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Leptogenys_intermedia","Leptogenys","Ponerini","Ponerinae","Formicidae","373791","Leptogenys_intermedia","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419141","KC006064","NA","NA","NA","NA","JX310595","NA","NA","Leptogenys_iridescens","Leptogenys","Ponerini","Ponerinae","Formicidae","610979","Leptogenys_iridescens","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579216","NA","NA","NA","NA","NA","NA","NA","NA","Leptogenys_lavavava","Leptogenys","Ponerini","Ponerinae","Formicidae","1674326","Leptogenys_lavavava","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579218","NA","NA","NA","NA","NA","NA","NA","NA","Leptogenys_malama","Leptogenys","Ponerini","Ponerinae","Formicidae","1674327","Leptogenys_malama","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","GU709879","NA","NA","NA","NA","NA","NA","Leptogenys_maxillosa","Leptogenys","Ponerini","Ponerinae","Formicidae","611015","Leptogenys_maxillosa","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419143","JN675425","NA","NA","NA","NA","JX310596","NA","NA","Leptogenys_occidentalis","Leptogenys","Ponerini","Ponerinae","Formicidae","611034","Leptogenys_occidentalis","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579220","NA","KF200796","NA","NA","NA","NA","NA","NA","Leptogenys_oswaldi","Leptogenys","Ponerini","Ponerinae","Formicidae","611037","Leptogenys_oswaldi","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","GU709877","NA","NA","NA","NA","NA","NA","Leptogenys_pavesii","Leptogenys","Ponerini","Ponerinae","Formicidae","611041","Leptogenys_pavesii","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","LN609127","NA","NA","NA","NA","NA","NA","Leptogenys_sulcinoda","Leptogenys","Ponerini","Ponerinae","Formicidae","611084","Leptogenys_sulcinoda","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579219","NA","NA","NA","NA","NA","NA","NA","NA","Leptogenys_toeraniva","Leptogenys","Ponerini","Ponerinae","Formicidae","1674328","Leptogenys_toeraniva","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579221","NA","KF201073","NA","NA","NA","NA","NA","NA","Leptogenys_truncatirostris","Leptogenys","Ponerini","Ponerinae","Formicidae","611092","Leptogenys_truncatirostris","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","DQ176227","NA","NA","NA","NA","NA","NA","Leptogenys_voeltzkowi","Leptogenys","Ponerini","Ponerinae","Formicidae","611102","Leptogenys_voeltzkowi","Hymenoptera","Leptogenys",0.07,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012877","EF013005","EF013133","JN419146","JN675427","NA","EF013280","EF013442","NA","NA","NA","NA","Loboponera_politula","Loboponera","Ponerini","Ponerinae","Formicidae","411759","Loboponera_politula","Hymenoptera","Loboponera",0.11,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419167","JN675441","NA","NA","NA","NA","JX310618","NA","NA","Mayaponera_constricta","Mayaponera","Ponerini","Ponerinae","Formicidae","613621","Pachycondyla_constricta","Hymenoptera","Mayaponera",1,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419165","JN675433","NA","NA","NA","NA","JX310610","NA","NA","Megaponera_analis","Megaponera","Ponerini","Ponerinae","Formicidae","613576","Pachycondyla_analis","Hymenoptera","Megaponera",1,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579224","NA","GU709830","NA","NA","NA","NA","NA","NA","Mesoponera_ambigua","Mesoponera","Ponerini","Ponerinae","Formicidae","613573","Mesoponera_ambigua","Hymenoptera","Streblognathus_sl",0.23,"1","0","0","1&2","0","0","1&2","1&2","1&2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"NA","NA","NA","JN419168","JN675446","NA","NA","NA","NA","JX310624","NA","NA","Mesoponera_ingesta","Mesoponera","Ponerini","Ponerinae","Formicidae","613680","Pachycondyla_ingesta","Hymenoptera","Streblognathus_sl",0.23,"1","0","0","1&2","0","0","1&2","1&2","1&2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"NA","NA","NA","JN419169","JN675448","NA","NA","NA","NA","JX310626","NA","NA","Mesoponera_rubra","Mesoponera","Ponerini","Ponerinae","Formicidae","613760","Pachycondyla_rubra","Hymenoptera","Streblognathus_sl",0.23,"1","0","0","1&2","0","0","1&2","1&2","1&2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"NA","NA","NA","NA","NA","LN609172","NA","NA","NA","NA","NA","NA","Mesoponera_senegalensis","Mesoponera","Ponerini","Ponerinae","Formicidae","613777","Pachycondyla_senegalensis","Hymenoptera","Streblognathus_sl",0.23,"1","0","0","1&2","0","0","1&2","1&2","1&2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"NA","DQ353650","DQ352989","DQ353130","DQ353246","NA","NA","NA","NA","NA","NA","NA","Myopias_lobosa","Myopias","Ponerini","Ponerinae","Formicidae","369172","Myopias_lobosa","Hymenoptera","Myopias",0.05,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419148","NA","NA","NA","NA","NA","JX310600","NA","NA","Myopias_tenuis","Myopias","Ponerini","Ponerinae","Formicidae","612605","Myopias_tenuis","Hymenoptera","Myopias",0.05,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419166","JN675431","KF371264","NA","NA","NA","JX310608","NA","NA","Neoponera_aenescens","Neoponera","Ponerini","Ponerinae","Formicidae","613569","Pachycondyla_aenescens","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419171","JN675434","NA","NA","NA","NA","JX310611","NA","NA","Neoponera_apicalis","Neoponera","Ponerini","Ponerinae","Formicidae","219800","Pachycondyla_apicalis","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419172","JN675437","NA","NA","NA","NA","JX310614","NA","NA","Neoponera_carinulata","Neoponera","Ponerini","Ponerinae","Formicidae","613604","Pachycondyla_carinulata","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419181","JN675440","NA","NA","NA","NA","JX310617","NA","NA","Neoponera_commutata","Neoponera","Ponerini","Ponerinae","Formicidae","613619","Pachycondyla_commutata","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419180","JN675443","NA","NA","NA","NA","JX310620","NA","NA","Neoponera_fauveli","Neoponera","Ponerini","Ponerinae","Formicidae","613648","Pachycondyla_fauveli","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419182","JN675447","NA","NA","NA","NA","JX310625","NA","NA","Neoponera_marginata","Neoponera","Ponerini","Ponerinae","Formicidae","613713","Pachycondyla_marginata","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419173","JN675458","NA","NA","NA","NA","JX310637","NA","NA","Neoponera_unidentata","Neoponera","Ponerini","Ponerinae","Formicidae","613827","Pachycondyla_unidentata","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","JN419174","JN675460","KC418950","NA","NA","NA","JX310639","NA","NA","Neoponera_villosa","Neoponera","Ponerini","Ponerinae","Formicidae","613838","Pachycondyla_villosa","Hymenoptera","Neoponera",0.14,"1&2","0&1","0&1","1&2","0&1","0&1","1&2","1&2","1&2","1","2","1","0","0","1","1","0","1","1","0","1","0","1","1","1"
"NA","NA","NA","NA","NA","LN609168","NA","NA","NA","NA","NA","NA","Odontomachus_assiniensis","Odontomachus","Ponerini","Ponerinae","Formicidae","443813","Odontomachus_assiniensis","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155466","EU155447","KC418516","NA","NA","NA","NA","NA","NA","Odontomachus_bauri","Odontomachus","Ponerini","Ponerinae","Formicidae","486639","Odontomachus_bauri","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155467","EU155448","NA","NA","NA","NA","NA","NA","NA","Odontomachus_brunneus","Odontomachus","Ponerini","Ponerinae","Formicidae","486640","Odontomachus_brunneus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155468","EU155449","NA","NA","NA","NA","JX310604","NA","NA","Odontomachus_cephalotes","Odontomachus","Ponerini","Ponerinae","Formicidae","486641","Odontomachus_cephalotes","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155469","EU155450","KC418610","NA","NA","NA","NA","NA","NA","Odontomachus_chelifer","Odontomachus","Ponerini","Ponerinae","Formicidae","486642","Odontomachus_chelifer","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","DQ353672","DQ352977","DQ353141","EU155451","DQ353383","NA","NA","NA","JX310605","NA","NA","Odontomachus_clarus","Odontomachus","Ponerini","Ponerinae","Formicidae","369184","Odontomachus_clarus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"EF012898","EF013026","EF013154","KM579262","EF013606","KF200798","EF013307","EF013469","NA","NA","KU671725","KU671788","Odontomachus_coquereli","Odontomachus","Ponerini","Ponerinae","Formicidae","373793","Odontomachus_coquereli","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155471","EU155452","NA","NA","NA","NA","NA","NA","NA","Odontomachus_erythrocephalus","Odontomachus","Ponerini","Ponerinae","Formicidae","486643","Odontomachus_erythrocephalus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155472","EU155453","NA","NA","NA","NA","NA","NA","NA","Odontomachus_haematodus","Odontomachus","Ponerini","Ponerinae","Formicidae","219798","Odontomachus_haematodus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155473","EU155454","NA","NA","NA","NA","NA","NA","NA","Odontomachus_hastatus","Odontomachus","Ponerini","Ponerinae","Formicidae","486644","Odontomachus_hastatus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","KC419215","NA","NA","NA","NA","NA","NA","Odontomachus_laticeps","Odontomachus","Ponerini","Ponerinae","Formicidae","613448","Odontomachus_laticeps","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","KC418857","NA","NA","NA","NA","NA","NA","Odontomachus_meinerti","Odontomachus","Ponerini","Ponerinae","Formicidae","613452","Odontomachus_meinerti","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155474","EU155455","NA","NA","NA","NA","NA","NA","NA","Odontomachus_opaciventris","Odontomachus","Ponerini","Ponerinae","Formicidae","486645","Odontomachus_opaciventris","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","LC056045","NA","NA","NA","NA","NA","NA","Odontomachus_pararixosus","Odontomachus","Ponerini","Ponerinae","Formicidae","1660395","Odontomachus_pararixosus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155475","EU155456","NA","NA","NA","NA","NA","NA","NA","Odontomachus_relictus","Odontomachus","Ponerini","Ponerinae","Formicidae","486646","Odontomachus_relictus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","LC056042","NA","NA","NA","NA","NA","NA","Odontomachus_rixosus","Odontomachus","Ponerini","Ponerinae","Formicidae","255797","Odontomachus_rixosus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155476","EU155457","NA","NA","NA","NA","NA","NA","NA","Odontomachus_ruficeps","Odontomachus","Ponerini","Ponerinae","Formicidae","371746","Odontomachus_ruficeps","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","EU155477","EU155458","NA","NA","NA","NA","NA","NA","NA","Odontomachus_ruginodis","Odontomachus","Ponerini","Ponerinae","Formicidae","486647","Odontomachus_ruginodis","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","KF978227","JN675430","KF978714","NA","NA","NA","NA","NA","NA","Odontomachus_simillimus","Odontomachus","Ponerini","Ponerinae","Formicidae","451825","Odontomachus_simillimus","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","DQ401005","NA","KM579263","NA","LN609167","NA","NA","NA","NA","NA","NA","Odontomachus_troglodytes","Odontomachus","Ponerini","Ponerinae","Formicidae","373794","Odontomachus_troglodytes","Hymenoptera","Odontomachus",0.28,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"EF012899","EF013027","DQ352978","DQ353140","EU155459","DQ353399","EF013308","EF013470","NA","JX310607","NA","NA","Odontoponera_transversa","Odontoponera","Ponerini","Ponerinae","Formicidae","369187","Odontoponera_transversa","Hymenoptera","Odontoponera",0.5,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419175","JN675436","NA","NA","NA","NA","JX310613","NA","NA","Ophthalmopone_berthoudi","Ophthalmopone","Ponerini","Ponerinae","Formicidae","613593","Pachycondyla_berthoudi","Hymenoptera","Ophthalmopone",0.2,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419158","JN675442","NA","NA","NA","NA","JX310619","NA","NA","Pachycondyla_crassinoda","Pachycondyla","Ponerini","Ponerinae","Formicidae","613627","Pachycondyla_crassinoda","Hymenoptera","Pachycondyla",0.18,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","JN419163","JN675444","NA","NA","NA","NA","JX310621","NA","NA","Pachycondyla_harpax","Pachycondyla","Ponerini","Ponerinae","Formicidae","613668","Pachycondyla_harpax","Hymenoptera","Pachycondyla",0.18,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","JN419164","JN675445","NA","NA","NA","NA","JX310623","NA","NA","Pachycondyla_impressa","Pachycondyla","Ponerini","Ponerinae","Formicidae","613678","Pachycondyla_impressa","Hymenoptera","Pachycondyla",0.18,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","DQ401007","NA","JN419176","JN675457","NA","NA","NA","NA","JX310636","NA","NA","Paltothyreus_tarsatus","Paltothyreus","Ponerini","Ponerinae","Formicidae","373796","Pachycondyla_tarsata","Hymenoptera","Paltothyreus",1,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419183","JN675462","NA","NA","NA","NA","JX310641","NA","NA","Phrynoponera_gabonensis","Phrynoponera","Ponerini","Ponerinae","Formicidae","615737","Phrynoponera_gabonensis","Hymenoptera","Phrynoponera",0.2,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","DQ401014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Plectroctena_mandibularis","Plectroctena","Ponerini","Ponerinae","Formicidae","373800","Plectroctena_mandibularis","Hymenoptera","Plectroctena",0.19,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419184","JN675463","NA","NA","NA","NA","JX310646","NA","NA","Plectroctena_minor","Plectroctena","Ponerini","Ponerinae","Formicidae","615863","Plectroctena_minor","Hymenoptera","Plectroctena",0.19,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012913","EF013041","EF013169","EF013749","EU155461","NA","EF013324","EF013486","NA","JX310647","NA","NA","Plectroctena_ugandensis","Plectroctena","Ponerini","Ponerinae","Formicidae","411776","Plectroctena_ugandensis","Hymenoptera","Plectroctena",0.19,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","NA","NA","GU709779","NA","NA","NA","NA","NA","NA","Ponera_exotica","Ponera","Ponerini","Ponerinae","Formicidae","616633","Ponera_exotica","Hymenoptera","Ponera",0.05,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419185","JN675464","KJ445354","NA","NA","NA","NA","NA","NA","Ponera_pennsylvanica","Ponera","Ponerini","Ponerinae","Formicidae","616646","Ponera_pennsylvanica","Hymenoptera","Ponera",0.05,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","KM579303","NA","NA","NA","NA","NA","NA","NA","NA","Ponera_swezeyi","Ponera","Ponerini","Ponerinae","Formicidae","616653","Ponera_swezeyi","Hymenoptera","Ponera",0.05,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012926","EF013054","EF013182","JN419187","JN675466","NA","EF013338","EF013500","NA","JX310649","NA","NA","Psalidomyrmex_procerus","Psalidomyrmex","Ponerini","Ponerinae","Formicidae","373802","Psalidomyrmex_procerus","Hymenoptera","Psalidomyrmex",0.17,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","NA","JN419151","JN675449","NA","NA","NA","NA","JX310627","NA","NA","Pseudoneoponera_rufipes","Pseudoneoponera","Ponerini","Ponerinae","Formicidae","613763","Pachycondyla_rufipes","Hymenoptera","Pseudoneoponera",0.06,"2","0&1","0&1","2","0&1","0&1","2","2","2","2","2","0","0","0","1","1","0","1","1","1","1","0","0","1","1"
"NA","DQ353617","DQ352869","DQ353131","JN675456","DQ353336","NA","NA","NA","JX310635","NA","NA","Pseudoponera_stigma","Pseudoponera","Ponerini","Ponerinae","Formicidae","369195","Pachycondyla_stigma","Hymenoptera","Pseudoponera",0.17,"2","0&1","0","2","0&1","0","2","2","2","2","2","0","0","0","0","0","0","1","1","1","1","0","0","1","1"
"NA","NA","NA","JN419191","JN675470","NA","NA","NA","NA","JX310653","NA","NA","Streblognathus_peetersi","Streblognathus","Ponerini","Ponerinae","Formicidae","625442","Streblognathus_peetersi","Hymenoptera","Streblognathus_sl",0.23,"2","0","0","1&2","0","0","1&2","1&2","1&2","1","2","1","0","0","0","0","0","0","0","0","1","0","1","1","1"
"EF012946","EF013074","EF013202","EF013782","EF013654","NA","EF013363","EF013525","NA","NA","NA","NA","Thaumatomyrmex_atrox","Thaumatomyrmex","Ponerini","Ponerinae","Formicidae","411727","Thaumatomyrmex_atrox","Hymenoptera","Thaumatomyrmex",0.08,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"EF012922","EF013050","EF013178","EF013758","EF013630","NA","EF013333","EF013495","NA","NA","NA","NA","Probolomyrmex_tani","Probolomyrmex","Probolomyrmecini","Proceratiinae","Formicidae","411781","Probolomyrmex_tani","Hymenoptera","Probolomyrmex",0.04,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"NA","NA","KU672070","KU671599","KU671548","NA","NA","NA","KU671658","NA","KU671721","KU671784","Discothyrea_testacea","Discothyrea","Proceratiini","Proceratiinae","Formicidae","609323","Discothyrea_testacea","Hymenoptera","Discothyrea",0.03,"2","0","0","2","0","0","2","2","2","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"AY703490","AY703557","AY703691","AY703624","AY703758","NA","EF013335","EF013497","NA","KJ860915","KJ861757","KJ860486","Proceratium_stictum","Proceratium","Proceratiini","Proceratiinae","Formicidae","292134","Proceratium_stictum","Hymenoptera","Proceratium",0.01,"2","0&1","0","2","0&1","0","2","2","2","2","2","0","0","0","0","0","0","1","1","1","1","0","0","1","1"
"AY703517","AY703584","AY703718","KR828975","KR829348","NA","EF013291","EF013453","KR829767","KR830182","KR830598","KR830389","Myrcidris_epicharis","Myrcidris","Pseudomyrmecini","Pseudomyrmecinae","Formicidae","219793","Myrcidris_epicharis","Hymenoptera","Myrcidris",1,"0","1","1","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"NA","NA","KR829191","KR828977","KR829350","NA","NA","NA","KR829769","KR830184","KR830600","KR830391","Pseudomyrmex_acanthobius","Pseudomyrmex","Pseudomyrmex","Pseudomyrmecinae","Formicidae","600683","Pseudomyrmex_acanthobius","Hymenoptera","Pseudomyrmex",0.73,"0&1","1","1","0&1","1","1","0&1","0&1","0&1","0","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0"
"AY703518","AY703585","DQ352945","KR828978","KR829351","DQ353401","NA","NA","KR829770","KR830185","KR830601","KR830392","Pseudomyrmex_apache","Pseudomyrmex","Pseudomyrmex","Pseudomyrmecinae","Formicidae","292150","Pseudomyrmex_apache","Hymenoptera","Pseudomyrmex",0.73,"0&1","1","1","0&1","1","1","0&1","0&1","0&1","0","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0"
"NA","NA","KR829192","KR828979","KR829352","NA","NA","NA","KR829771","KR830186","KR830602","KR830393","Pseudomyrmex_atripes","Pseudomyrmex","Pseudomyrmex","Pseudomyrmecinae","Formicidae","600690","Pseudomyrmex_atripes","Hymenoptera","Pseudomyrmex",0.73,"0&1","1","1","0&1","1","1","0&1","0&1","0&1","0","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0"
